Origin_Zone,Destination_Zone,Start_date,End_Date,Purpose,Time_of_Day,Subscriber_Class,Count,SZCount
8,34,20150401,20150430,H00:H24,HBW,Resident,36.37,4.04
33,39,20150401,20150430,H00:H24,NHB,Resident,46.20,19.80
25,37,20150401,20150430,H00:H24,HBO,Resident,17.80,5.93
2,35,20150401,20150430,H00:H24,HBW,Resident,68.56,17.14
34,38,20150401,20150430,H00:H24,NHB,Resident,128.75,69.33
33,26,20150401,20150430,H00:H24,HBO,Resident,77.86,54.50
39,9,20150401,20150430,H00:H24,NHB,Visitor,54.53,7.79
36,40,20150401,20150430,H00:H24,HBW,Resident,54.31,13.58
26,19,20150401,20150430,H00:H24,NHB,Visitor,22.51,11.26
33,34,20150401,20150430,H00:H24,NHB,Visitor,18.26,9.13
34,15,20150401,20150430,H00:H24,NHB,Visitor,111.08,12.34
12,8,20150401,20150430,H00:H24,HBW,Resident,137.02,22.84
16,12,20150401,20150430,H00:H24,NHB,Visitor,203.35,36.31
34,19,20150401,20150430,H00:H24,NHB,Resident,24.81,6.20
32,33,20150401,20150430,H00:H24,NHB,Resident,12.47,12.47
19,23,20150401,20150430,H00:H24,NHB,Resident,141.44,5.66
28,8,20150401,20150430,H00:H24,HBO,Resident,15.66,7.83
25,27,20150401,20150430,H00:H24,NHB,Resident,142.80,14.28
39,23,20150401,20150430,H00:H24,HBO,Resident,46.16,20.52
2,37,20150401,20150430,H00:H24,NHB,Visitor,43.26,7.21
36,3,20150401,20150430,H00:H24,NHB,Resident,60.27,6.70
30,23,20150401,20150430,H00:H24,NHB,Resident,22.47,7.49
39,31,20150401,20150430,H00:H24,NHB,Resident,132.99,53.20
31,40,20150401,20150430,H00:H24,NHB,Resident,104.39,67.11
32,29,20150401,20150430,H00:H24,NHB,Visitor,7.18,7.18
2,37,20150401,20150430,H00:H24,HBW,Resident,95.44,23.86
37,2,20150401,20150430,H00:H24,HBW,Resident,41.44,8.29
2,40,20150401,20150430,H00:H24,NHB,Visitor,80.75,23.07
25,3,20150401,20150430,H00:H24,NHB,Resident,58.19,12.93
37,8,20150401,20150430,H00:H24,NHB,Resident,21.89,7.30
20,7,20150401,20150430,H00:H24,NHB,Visitor,109.07,14.54
6,34,20150401,20150430,H00:H24,HBO,Resident,190.16,27.17
30,19,20150401,20150430,H00:H24,NHB,Resident,73.09,10.44
19,30,20150401,20150430,H00:H24,NHB,Resident,76.03,6.34
35,25,20150401,20150430,H00:H24,NHB,Resident,102.50,21.58
31,21,20150401,20150430,H00:H24,HBO,Resident,144.19,23.07
11,38,20150401,20150430,H00:H24,NHB,Visitor,96.64,12.89
38,11,20150401,20150430,H00:H24,NHB,Visitor,88.90,27.35
34,2,20150401,20150430,H00:H24,HBW,Resident,31.56,7.89
3,21,20150401,20150430,H00:H24,HBO,Resident,84.49,4.22
3,22,20150401,20150430,H00:H24,HBO,Resident,3.75,3.75
35,36,20150401,20150430,H00:H24,HBO,Resident,108.25,27.06
4,24,20150401,20150430,H00:H24,NHB,Resident,179.23,13.28
31,3,20150401,20150430,H00:H24,HBO,Resident,42.12,7.02
11,23,20150401,20150430,H00:H24,NHB,Visitor,214.10,25.95
37,2,20150401,20150430,H00:H24,NHB,Resident,51.10,15.33
30,23,20150401,20150430,H00:H24,NHB,Visitor,6.60,6.60
19,27,20150401,20150430,H00:H24,NHB,Visitor,97.44,6.50
3,12,20150401,20150430,H00:H24,NHB,Resident,33.39,5.57
34,19,20150401,20150430,H00:H24,HBO,Resident,26.46,19.85
19,34,20150401,20150430,H00:H24,HBO,Resident,37.02,12.34
8,26,20150401,20150430,H00:H24,NHB,Resident,47.34,6.76
26,8,20150401,20150430,H00:H24,NHB,Resident,62.01,15.50
20,24,20150401,20150430,H00:H24,HBO,Resident,38.65,19.32
7,29,20150401,20150430,H00:H24,NHB,Resident,110.67,22.13
12,31,20150401,20150430,H00:H24,NHB,Visitor,153.86,29.31
30,4,20150401,20150430,H00:H24,HBO,Resident,99.87,18.16
12,27,20150401,20150430,H00:H24,NHB,Visitor,162.58,14.78
13,37,20150401,20150430,H00:H24,NHB,Resident,75.22,27.35
27,28,20150401,20150430,H00:H24,HBO,Resident,57.45,19.15
17,28,20150401,20150430,H00:H24,HBO,Resident,313.03,22.90
29,24,20150401,20150430,H00:H24,HBW,Resident,51.32,19.24
24,29,20150401,20150430,H00:H24,HBW,Resident,70.41,7.04
19,31,20150401,20150430,H00:H24,HBO,Resident,20.42,5.11
18,13,20150401,20150430,H00:H24,NHB,Visitor,200.28,6.26
34,20,20150401,20150430,H00:H24,HBW,Resident,145.38,42.76
7,33,20150401,20150430,H00:H24,NHB,Resident,135.49,23.56
29,11,20150401,20150430,H00:H24,HBW,Resident,207.81,71.66
12,37,20150401,20150430,H00:H24,HBO,Resident,63.53,15.88
30,37,20150401,20150430,H00:H24,NHB,Resident,42.22,8.44
21,35,20150401,20150430,H00:H24,NHB,Resident,62.41,15.60
35,21,20150401,20150430,H00:H24,NHB,Resident,73.79,20.12
17,26,20150401,20150430,H00:H24,NHB,Visitor,225.36,36.35
30,19,20150401,20150430,H00:H24,HBO,Resident,67.58,19.31
38,2,20150401,20150430,H00:H24,NHB,Visitor,71.87,21.56
37,11,20150401,20150430,H00:H24,NHB,Visitor,92.57,26.45
23,31,20150401,20150430,H00:H24,NHB,Visitor,66.07,14.68
10,33,20150401,20150430,H00:H24,NHB,Visitor,58.26,29.13
34,33,20150401,20150430,H00:H24,NHB,Visitor,5.51,5.51
9,39,20150401,20150430,H00:H24,HBO,Resident,104.60,7.47
39,40,20150401,20150430,H00:H24,NHB,Resident,76.93,15.39
38,17,20150401,20150430,H00:H24,NHB,Visitor,50.32,12.58
36,29,20150401,20150430,H00:H24,HBW,Resident,74.25,7.43
33,21,20150401,20150430,H00:H24,NHB,Resident,49.45,14.13
23,35,20150401,20150430,H00:H24,NHB,Resident,24.98,18.74
27,25,20150401,20150430,H00:H24,NHB,Resident,123.14,36.22
7,23,20150401,20150430,H00:H24,HBO,Resident,83.83,11.98
23,7,20150401,20150430,H00:H24,HBO,Resident,73.63,33.98
30,5,20150401,20150430,H00:H24,NHB,Resident,21.14,14.09
27,31,20150401,20150430,H00:H24,NHB,Visitor,39.14,13.05
25,39,20150401,20150430,H00:H24,HBO,Resident,104.18,19.53
32,24,20150401,20150430,H00:H24,NHB,Visitor,54.00,20.25
3,34,20150401,20150430,H00:H24,NHB,Visitor,38.03,12.68
23,40,20150401,20150430,H00:H24,HBO,Resident,25.74,6.44
21,38,20150401,20150430,H00:H24,HBW,Resident,13.91,6.96
9,25,20150401,20150430,H00:H24,HBO,Resident,308.24,47.02
25,24,20150401,20150430,H00:H24,NHB,Resident,71.25,30.54
29,22,20150401,20150430,H00:H24,NHB,Resident,18.52,6.17
26,20,20150401,20150430,H00:H24,HBO,Resident,90.60,7.55
6,19,20150401,20150430,H00:H24,HBO,Resident,40.93,15.35
35,13,20150401,20150430,H00:H24,NHB,Visitor,64.96,28.87
9,37,20150401,20150430,H00:H24,NHB,Resident,25.49,8.50
34,23,20150401,20150430,H00:H24,NHB,Resident,18.31,10.99
18,30,20150401,20150430,H00:H24,NHB,Resident,6.11,6.11
36,26,20150401,20150430,H00:H24,NHB,Resident,91.01,41.37
19,22,20150401,20150430,H00:H24,HBO,Resident,54.82,6.85
6,19,20150401,20150430,H00:H24,HBW,Resident,206.89,36.51
4,26,20150401,20150430,H00:H24,NHB,Visitor,13.23,8.82
39,33,20150401,20150430,H00:H24,NHB,Resident,73.61,28.31
7,32,20150401,20150430,H00:H24,NHB,Resident,89.14,20.57
40,26,20150401,20150430,H00:H24,NHB,Resident,14.82,11.12
26,22,20150401,20150430,H00:H24,NHB,Resident,184.85,11.55
26,32,20150401,20150430,H00:H24,HBW,Resident,45.90,15.30
6,38,20150401,20150430,H00:H24,HBO,Resident,125.83,19.87
10,38,20150401,20150430,H00:H24,NHB,Resident,51.74,5.75
7,23,20150401,20150430,H00:H24,NHB,Visitor,41.98,7.00
24,30,20150401,20150430,H00:H24,NHB,Resident,127.10,29.33
22,7,20150401,20150430,H00:H24,HBO,Resident,82.50,20.62
2,29,20150401,20150430,H00:H24,HBO,Resident,145.54,22.39
15,19,20150401,20150430,H00:H24,NHB,Visitor,82.56,7.51
37,29,20150401,20150430,H00:H24,NHB,Visitor,11.42,11.42
30,24,20150401,20150430,H00:H24,NHB,Resident,50.34,18.88
33,28,20150401,20150430,H00:H24,HBO,Resident,35.35,26.51
28,33,20150401,20150430,H00:H24,HBO,Resident,51.10,12.78
24,7,20150401,20150430,H00:H24,HBW,Resident,87.72,5.85
27,31,20150401,20150430,H00:H24,HBW,Resident,78.86,11.27
35,10,20150401,20150430,H00:H24,HBW,Resident,135.62,39.89
20,28,20150401,20150430,H00:H24,HBO,Resident,112.16,19.79
3,20,20150401,20150430,H00:H24,NHB,Resident,90.31,10.03
12,28,20150401,20150430,H00:H24,NHB,Resident,66.61,12.11
22,27,20150401,20150430,H00:H24,HBW,Resident,29.02,7.26
3,13,20150401,20150430,H00:H24,NHB,Visitor,84.44,7.68
13,32,20150401,20150430,H00:H24,NHB,Visitor,39.69,15.88
33,27,20150401,20150430,H00:H24,NHB,Resident,49.89,8.32
4,31,20150401,20150430,H00:H24,NHB,Resident,60.32,20.11
31,4,20150401,20150430,H00:H24,NHB,Resident,146.71,41.92
19,32,20150401,20150430,H00:H24,NHB,Resident,24.19,24.19
10,22,20150401,20150430,H00:H24,HBO,Resident,260.24,40.66
15,21,20150401,20150430,H00:H24,NHB,Visitor,132.75,23.43
28,19,20150401,20150430,H00:H24,HBO,Resident,9.58,9.58
11,30,20150401,20150430,H00:H24,NHB,Visitor,189.21,47.30
37,3,20150401,20150430,H00:H24,HBW,Resident,6.65,6.65
36,33,20150401,20150430,H00:H24,NHB,Visitor,38.09,9.52
8,29,20150401,20150430,H00:H24,HBW,Resident,18.82,6.27
29,8,20150401,20150430,H00:H24,HBW,Resident,14.85,14.85
7,30,20150401,20150430,H00:H24,NHB,Resident,143.57,30.23
38,37,20150401,20150430,H00:H24,NHB,Resident,27.80,9.27
26,20,20150401,20150430,H00:H24,NHB,Visitor,27.01,6.75
19,35,20150401,20150430,H00:H24,NHB,Resident,8.75,5.83
30,27,20150401,20150430,H00:H24,HBO,Resident,179.72,10.57
32,21,20150401,20150430,H00:H24,HBO,Resident,60.63,38.58
10,3,20150401,20150430,H00:H24,HBW,Resident,14.41,14.41
22,27,20150401,20150430,H00:H24,NHB,Resident,49.75,8.29
33,20,20150401,20150430,H00:H24,HBO,Resident,40.37,13.46
20,33,20150401,20150430,H00:H24,HBO,Resident,38.75,19.38
40,25,20150401,20150430,H00:H24,NHB,Resident,33.84,5.64
32,26,20150401,20150430,H00:H24,HBO,Resident,64.70,10.78
26,32,20150401,20150430,H00:H24,HBO,Resident,54.85,15.67
26,7,20150401,20150430,H00:H24,NHB,Resident,138.47,24.44
13,4,20150401,20150430,H00:H24,HBW,Resident,144.79,38.10
31,5,20150401,20150430,H00:H24,HBW,Resident,29.68,16.96
31,24,20150401,20150430,H00:H24,NHB,Resident,113.34,41.76
23,34,20150401,20150430,H00:H24,NHB,Resident,59.51,5.95
35,21,20150401,20150430,H00:H24,HBO,Resident,74.14,31.77
15,28,20150401,20150430,H00:H24,HBO,Resident,75.78,15.16
24,27,20150401,20150430,H00:H24,NHB,Visitor,167.21,6.69
34,38,20150401,20150430,H00:H24,HBO,Resident,179.48,47.23
32,25,20150401,20150430,H00:H24,NHB,Visitor,35.20,21.12
21,32,20150401,20150430,H00:H24,HBW,Resident,73.71,9.21
32,21,20150401,20150430,H00:H24,HBW,Resident,70.65,11.78
28,16,20150401,20150430,H00:H24,HBW,Resident,43.57,7.26
32,25,20150401,20150430,H00:H24,NHB,Resident,63.60,21.20
25,18,20150401,20150430,H00:H24,HBO,Resident,27.11,3.01
19,4,20150401,20150430,H00:H24,NHB,Visitor,69.85,7.76
31,22,20150401,20150430,H00:H24,HBO,Resident,56.64,18.88
20,38,20150401,20150430,H00:H24,HBW,Resident,70.22,39.01
38,34,20150401,20150430,H00:H24,NHB,Resident,98.96,49.48
23,9,20150401,20150430,H00:H24,NHB,Visitor,71.01,6.46
2,32,20150401,20150430,H00:H24,NHB,Visitor,126.06,31.52
23,5,20150401,20150430,H00:H24,HBW,Resident,20.52,8.21
36,10,20150401,20150430,H00:H24,NHB,Resident,188.81,50.83
12,35,20150401,20150430,H00:H24,HBO,Resident,116.62,23.32
29,19,20150401,20150430,H00:H24,HBW,Resident,42.09,10.52
27,32,20150401,20150430,H00:H24,HBO,Resident,61.33,20.44
29,22,20150401,20150430,H00:H24,HBO,Resident,133.84,30.89
32,38,20150401,20150430,H00:H24,NHB,Resident,20.89,13.93
19,24,20150401,20150430,H00:H24,HBW,Resident,23.07,3.30
36,22,20150401,20150430,H00:H24,HBO,Resident,112.93,31.37
34,5,20150401,20150430,H00:H24,NHB,Resident,40.81,6.80
30,15,20150401,20150430,H00:H24,NHB,Visitor,52.68,13.17
38,37,20150401,20150430,H00:H24,HBO,Resident,238.52,45.43
20,35,20150401,20150430,H00:H24,HBO,Resident,33.54,13.42
4,25,20150401,20150430,H00:H24,HBO,Resident,108.31,12.74
39,13,20150401,20150430,H00:H24,NHB,Visitor,40.27,8.05
30,18,20150401,20150430,H00:H24,HBO,Resident,20.10,5.03
38,19,20150401,20150430,H00:H24,HBO,Resident,9.74,6.49
31,8,20150401,20150430,H00:H24,NHB,Resident,106.92,33.41
10,32,20150401,20150430,H00:H24,HBO,Resident,81.73,37.15
12,34,20150401,20150430,H00:H24,NHB,Visitor,41.14,11.75
29,24,20150401,20150430,H00:H24,HBO,Resident,38.76,14.91
32,16,20150401,20150430,H00:H24,NHB,Visitor,31.87,15.94
9,33,20150401,20150430,H00:H24,HBO,Resident,159.92,25.59
40,12,20150401,20150430,H00:H24,HBW,Resident,48.57,16.19
16,23,20150401,20150430,H00:H24,HBW,Resident,154.15,32.11
28,23,20150401,20150430,H00:H24,HBO,Resident,34.07,20.44
39,37,20150401,20150430,H00:H24,HBW,Resident,54.29,7.76
25,28,20150401,20150430,H00:H24,NHB,Resident,57.49,28.75
26,15,20150401,20150430,H00:H24,NHB,Visitor,41.49,16.60
24,28,20150401,20150430,H00:H24,NHB,Visitor,11.97,5.99
33,35,20150401,20150430,H00:H24,HBO,Resident,135.03,28.94
35,37,20150401,20150430,H00:H24,NHB,Resident,38.23,22.94
37,24,20150401,20150430,H00:H24,HBW,Resident,10.49,5.25
34,23,20150401,20150430,H00:H24,HBO,Resident,55.47,20.80
26,37,20150401,20150430,H00:H24,HBW,Resident,23.03,11.52
12,38,20150401,20150430,H00:H24,HBW,Resident,76.42,21.83
28,2,20150401,20150430,H00:H24,NHB,Visitor,53.44,7.63
20,34,20150401,20150430,H00:H24,HBO,Resident,25.76,12.88
21,32,20150401,20150430,H00:H24,HBO,Resident,131.59,43.86
3,35,20150401,20150430,H00:H24,HBW,Resident,60.60,8.66
29,6,20150401,20150430,H00:H24,NHB,Visitor,10.33,5.17
32,35,20150401,20150430,H00:H24,HBO,Resident,95.11,51.88
25,38,20150401,20150430,H00:H24,HBO,Resident,84.49,37.55
23,25,20150401,20150430,H00:H24,HBW,Resident,138.21,5.12
32,19,20150401,20150430,H00:H24,HBO,Resident,36.26,9.07
19,32,20150401,20150430,H00:H24,HBO,Resident,26.71,8.90
20,23,20150401,20150430,H00:H24,HBW,Resident,90.91,10.70
37,10,20150401,20150430,H00:H24,HBW,Resident,26.10,6.53
24,22,20150401,20150430,H00:H24,NHB,Visitor,53.74,26.87
30,39,20150401,20150430,H00:H24,NHB,Resident,35.05,23.37
19,5,20150401,20150430,H00:H24,NHB,Visitor,29.70,17.82
22,39,20150401,20150430,H00:H24,HBO,Resident,34.79,8.70
39,22,20150401,20150430,H00:H24,HBO,Resident,34.38,6.88
39,34,20150401,20150430,H00:H24,HBW,Resident,26.54,19.91
27,10,20150401,20150430,H00:H24,NHB,Visitor,841.06,19.71
25,27,20150401,20150430,H00:H24,NHB,Visitor,245.06,28.01
39,24,20150401,20150430,H00:H24,NHB,Resident,39.53,22.59
6,27,20150401,20150430,H00:H24,NHB,Resident,75.87,15.17
32,34,20150401,20150430,H00:H24,HBO,Resident,185.32,44.12
24,40,20150401,20150430,H00:H24,NHB,Resident,51.31,15.39
27,3,20150401,20150430,H00:H24,HBO,Resident,32.18,5.36
26,37,20150401,20150430,H00:H24,NHB,Resident,12.71,12.71
37,26,20150401,20150430,H00:H24,NHB,Resident,23.88,11.94
22,29,20150401,20150430,H00:H24,HBO,Resident,147.42,29.48
39,5,20150401,20150430,H00:H24,HBW,Resident,41.16,16.46
30,9,20150401,20150430,H00:H24,NHB,Visitor,102.31,7.31
9,27,20150401,20150430,H00:H24,NHB,Visitor,204.56,7.31
23,40,20150401,20150430,H00:H24,NHB,Resident,13.54,6.77
30,26,20150401,20150430,H00:H24,NHB,Visitor,41.19,8.24
19,4,20150401,20150430,H00:H24,NHB,Resident,77.82,24.32
20,25,20150401,20150430,H00:H24,HBO,Resident,120.74,25.15
33,30,20150401,20150430,H00:H24,HBW,Resident,61.23,17.49
7,28,20150401,20150430,H00:H24,NHB,Resident,16.26,16.26
28,16,20150401,20150430,H00:H24,HBO,Resident,91.99,51.74
19,6,20150401,20150430,H00:H24,NHB,Visitor,66.17,29.41
24,36,20150401,20150430,H00:H24,NHB,Visitor,70.57,7.06
37,31,20150401,20150430,H00:H24,HBO,Resident,79.11,19.78
6,37,20150401,20150430,H00:H24,NHB,Visitor,12.19,6.10
6,30,20150401,20150430,H00:H24,HBW,Resident,33.27,5.55
39,23,20150401,20150430,H00:H24,NHB,Resident,21.24,10.62
15,18,20150401,20150430,H00:H24,NHB,Resident,37.51,4.69
37,10,20150401,20150430,H00:H24,NHB,Resident,108.72,8.36
40,2,20150401,20150430,H00:H24,HBO,Resident,66.96,22.32
4,36,20150401,20150430,H00:H24,NHB,Resident,56.55,8.08
36,39,20150401,20150430,H00:H24,NHB,Visitor,32.63,5.44
14,30,20150401,20150430,H00:H24,NHB,Visitor,116.95,25.99
27,24,20150401,20150430,H00:H24,NHB,Visitor,100.99,14.43
22,26,20150401,20150430,H00:H24,NHB,Resident,101.92,20.38
15,23,20150401,20150430,H00:H24,NHB,Visitor,32.73,16.37
23,19,20150401,20150430,H00:H24,HBO,Resident,30.50,5.08
26,33,20150401,20150430,H00:H24,HBO,Resident,79.26,19.81
31,29,20150401,20150430,H00:H24,NHB,Resident,51.39,7.34
26,24,20150401,20150430,H00:H24,HBO,Resident,56.62,9.44
4,30,20150401,20150430,H00:H24,NHB,Visitor,12.59,6.30
25,33,20150401,20150430,H00:H24,NHB,Resident,58.27,32.37
17,40,20150401,20150430,H00:H24,NHB,Visitor,61.78,13.73
5,18,20150401,20150430,H00:H24,NHB,Visitor,39.13,13.04
36,21,20150401,20150430,H00:H24,NHB,Visitor,27.37,7.82
6,26,20150401,20150430,H00:H24,NHB,Resident,89.31,22.33
10,38,20150401,20150430,H00:H24,NHB,Visitor,23.77,15.85
23,3,20150401,20150430,H00:H24,HBO,Resident,47.54,5.94
3,23,20150401,20150430,H00:H24,HBO,Resident,35.69,11.90
40,35,20150401,20150430,H00:H24,NHB,Resident,60.03,16.37
2,28,20150401,20150430,H00:H24,NHB,Resident,89.58,14.93
28,2,20150401,20150430,H00:H24,NHB,Resident,101.73,15.65
22,6,20150401,20150430,H00:H24,HBO,Resident,113.94,73.25
3,30,20150401,20150430,H00:H24,HBO,Resident,17.64,8.82
34,25,20150401,20150430,H00:H24,NHB,Visitor,85.90,14.32
29,35,20150401,20150430,H00:H24,HBW,Resident,38.81,12.94
18,15,20150401,20150430,H00:H24,HBW,Resident,20.40,5.10
13,26,20150401,20150430,H00:H24,NHB,Visitor,181.15,20.13
27,40,20150401,20150430,H00:H24,NHB,Visitor,7.33,7.33
27,38,20150401,20150430,H00:H24,HBW,Resident,2.73,2.73
34,24,20150401,20150430,H00:H24,NHB,Resident,96.52,38.61
21,40,20150401,20150430,H00:H24,HBO,Resident,12.50,2.08
34,20,20150401,20150430,H00:H24,HBO,Resident,47.76,20.47
8,35,20150401,20150430,H00:H24,HBO,Resident,83.80,10.47
35,8,20150401,20150430,H00:H24,HBO,Resident,74.32,14.86
39,20,20150401,20150430,H00:H24,NHB,Resident,29.00,5.80
20,5,20150401,20150430,H00:H24,NHB,Resident,85.43,22.78
27,26,20150401,20150430,H00:H24,HBO,Resident,258.21,46.95
32,23,20150401,20150430,H00:H24,HBO,Resident,43.66,14.55
37,29,20150401,20150430,H00:H24,HBW,Resident,79.01,11.29
29,37,20150401,20150430,H00:H24,HBW,Resident,79.01,33.86
22,36,20150401,20150430,H00:H24,NHB,Visitor,15.40,7.70
9,40,20150401,20150430,H00:H24,NHB,Resident,172.18,29.94
22,9,20150401,20150430,H00:H24,HBW,Resident,268.51,17.90
22,40,20150401,20150430,H00:H24,HBW,Resident,5.16,5.16
18,4,20150401,20150430,H00:H24,NHB,Visitor,77.60,7.76
26,34,20150401,20150430,H00:H24,HBO,Resident,114.87,44.18
37,6,20150401,20150430,H00:H24,NHB,Resident,97.82,17.79
37,30,20150401,20150430,H00:H24,HBO,Resident,55.47,15.85
34,27,20150401,20150430,H00:H24,NHB,Visitor,112.28,28.07
22,6,20150401,20150430,H00:H24,NHB,Visitor,19.07,9.54
35,32,20150401,20150430,H00:H24,HBO,Resident,126.92,45.33
35,5,20150401,20150430,H00:H24,NHB,Visitor,15.86,10.57
33,40,20150401,20150430,H00:H24,HBW,Resident,56.52,9.42
30,35,20150401,20150430,H00:H24,HBO,Resident,45.40,9.08
4,27,20150401,20150430,H00:H24,NHB,Resident,24.41,8.14
24,23,20150401,20150430,H00:H24,NHB,Resident,58.46,12.99
29,31,20150401,20150430,H00:H24,NHB,Visitor,11.87,11.87
27,40,20150401,20150430,H00:H24,HBO,Resident,14.34,3.59
13,8,20150401,20150430,H00:H24,NHB,Visitor,92.60,6.61
23,30,20150401,20150430,H00:H24,HBO,Resident,65.42,11.89
8,33,20150401,20150430,H00:H24,NHB,Resident,28.84,9.61
34,21,20150401,20150430,H00:H24,HBO,Resident,26.50,13.25
25,7,20150401,20150430,H00:H24,HBW,Resident,250.24,32.93
25,39,20150401,20150430,H00:H24,NHB,Resident,78.16,42.09
12,40,20150401,20150430,H00:H24,NHB,Visitor,16.68,11.12
26,19,20150401,20150430,H00:H24,NHB,Resident,35.21,11.74
27,39,20150401,20150430,H00:H24,NHB,Resident,38.27,19.14
22,21,20150401,20150430,H00:H24,HBO,Resident,119.08,8.51
40,21,20150401,20150430,H00:H24,NHB,Resident,23.65,9.46
4,22,20150401,20150430,H00:H24,HBO,Resident,15.86,7.93
40,10,20150401,20150430,H00:H24,NHB,Visitor,39.72,19.86
38,31,20150401,20150430,H00:H24,HBW,Resident,136.79,57.00
12,22,20150401,20150430,H00:H24,NHB,Visitor,52.43,5.83
39,24,20150401,20150430,H00:H24,HBO,Resident,84.60,32.90
25,29,20150401,20150430,H00:H24,NHB,Resident,72.50,12.08
7,27,20150401,20150430,H00:H24,NHB,Visitor,29.48,7.37
30,35,20150401,20150430,H00:H24,NHB,Visitor,22.50,5.63
35,22,20150401,20150430,H00:H24,HBO,Resident,50.04,20.02
24,19,20150401,20150430,H00:H24,HBO,Resident,35.65,10.19
21,37,20150401,20150430,H00:H24,NHB,Visitor,31.18,7.80
27,7,20150401,20150430,H00:H24,NHB,Resident,73.36,30.57
20,27,20150401,20150430,H00:H24,HBO,Resident,45.13,6.45
34,32,20150401,20150430,H00:H24,NHB,Visitor,25.35,8.45
32,27,20150401,20150430,H00:H24,NHB,Visitor,32.33,16.17
6,33,20150401,20150430,H00:H24,HBW,Resident,18.61,9.31
20,34,20150401,20150430,H00:H24,HBW,Resident,116.74,41.69
4,39,20150401,20150430,H00:H24,NHB,Resident,32.65,5.44
35,4,20150401,20150430,H00:H24,NHB,Resident,39.72,7.94
30,22,20150401,20150430,H00:H24,NHB,Resident,14.42,7.21
32,20,20150401,20150430,H00:H24,NHB,Visitor,20.66,13.77
3,33,20150401,20150430,H00:H24,NHB,Resident,20.54,6.85
29,39,20150401,20150430,H00:H24,NHB,Resident,30.64,20.43
4,19,20150401,20150430,H00:H24,HBO,Resident,28.65,11.46
24,28,20150401,20150430,H00:H24,NHB,Resident,4.53,4.53
27,34,20150401,20150430,H00:H24,HBO,Resident,66.88,22.29
24,34,20150401,20150430,H00:H24,HBO,Resident,38.32,4.79
36,27,20150401,20150430,H00:H24,HBO,Resident,21.26,14.17
27,4,20150401,20150430,H00:H24,HBO,Resident,30.98,7.75
21,26,20150401,20150430,H00:H24,NHB,Visitor,65.10,24.41
16,27,20150401,20150430,H00:H24,NHB,Visitor,41.06,5.87
28,21,20150401,20150430,H00:H24,NHB,Visitor,18.38,6.13
18,6,20150401,20150430,H00:H24,NHB,Resident,21.09,4.22
39,25,20150401,20150430,H00:H24,NHB,Visitor,79.79,24.55
15,30,20150401,20150430,H00:H24,NHB,Visitor,47.13,13.47
32,27,20150401,20150430,H00:H24,HBW,Resident,104.69,10.47
27,32,20150401,20150430,H00:H24,HBW,Resident,44.74,11.19
34,30,20150401,20150430,H00:H24,HBW,Resident,112.59,8.04
25,3,20150401,20150430,H00:H24,HBO,Resident,88.04,24.01
27,21,20150401,20150430,H00:H24,HBW,Resident,10.80,3.60
8,35,20150401,20150430,H00:H24,NHB,Resident,29.32,14.66
29,24,20150401,20150430,H00:H24,NHB,Resident,41.47,10.37
19,20,20150401,20150430,H00:H24,NHB,Resident,15.65,5.22
18,15,20150401,20150430,H00:H24,NHB,Visitor,50.58,8.43
23,34,20150401,20150430,H00:H24,NHB,Visitor,13.44,6.72
35,6,20150401,20150430,H00:H24,HBW,Resident,66.28,9.47
34,28,20150401,20150430,H00:H24,HBO,Resident,60.25,25.82
27,34,20150401,20150430,H00:H24,NHB,Visitor,95.63,26.08
32,19,20150401,20150430,H00:H24,NHB,Resident,30.33,30.33
6,33,20150401,20150430,H00:H24,HBO,Resident,80.51,20.13
29,35,20150401,20150430,H00:H24,HBO,Resident,32.91,6.58
32,22,20150401,20150430,H00:H24,HBO,Resident,71.58,13.01
32,12,20150401,20150430,H00:H24,HBO,Resident,74.62,18.65
12,32,20150401,20150430,H00:H24,HBO,Resident,70.20,17.55
28,34,20150401,20150430,H00:H24,HBO,Resident,53.44,35.63
37,30,20150401,20150430,H00:H24,NHB,Resident,31.37,31.37
21,37,20150401,20150430,H00:H24,NHB,Resident,33.07,8.27
21,34,20150401,20150430,H00:H24,NHB,Visitor,46.48,9.30
8,38,20150401,20150430,H00:H24,NHB,Resident,49.85,7.12
27,32,20150401,20150430,H00:H24,NHB,Resident,53.77,13.44
30,13,20150401,20150430,H00:H24,NHB,Visitor,53.23,15.21
28,30,20150401,20150430,H00:H24,HBO,Resident,18.78,9.39
23,8,20150401,20150430,H00:H24,HBO,Resident,76.69,20.92
9,32,20150401,20150430,H00:H24,HBW,Resident,75.19,25.06
16,31,20150401,20150430,H00:H24,HBO,Visitor,4.35,4.35
37,23,20150401,20150430,H00:H24,NHB,Resident,33.64,8.41
5,30,20150401,20150430,H00:H24,HBW,Resident,20.61,4.12
33,28,20150401,20150430,H00:H24,HBW,Resident,46.61,18.64
9,37,20150401,20150430,H00:H24,HBO,Resident,45.49,7.58
27,5,20150401,20150430,H00:H24,HBO,Resident,29.41,7.35
24,32,20150401,20150430,H00:H24,HBO,Resident,7.89,3.95
18,25,20150401,20150430,H00:H24,HBO,Resident,27.03,9.01
6,34,20150401,20150430,H00:H24,NHB,Visitor,45.96,5.74
27,37,20150401,20150430,H00:H24,NHB,Visitor,5.17,5.17
19,39,20150401,20150430,H00:H24,HBO,Resident,26.27,10.51
