Origin_Zone,Destination_Zone,Start_date,End_Date,Time_of_Day,Purpose,Subscriber_Class,Count,SZCount
5,15,20150401,20150430,H07:H10,NHB,Resident,371.65,6.882407407
25,31,20150401,20150430,H16:H19,NHB,Resident,47.46,29.6625
22,8,20150401,20150430,H16:H19,NHB,Resident,15.74,5.246666667
16,34,20150401,20150430,H16:H19,HBO,Resident,232.58,34.887
13,20,20150401,20150430,H07:H10,HBO,Resident,283.3,36.32051282
20,10,20150401,20150430,H16:H19,HBO,Resident,518.56,6.823157895
16,13,20150401,20150430,H07:H10,NHB,Resident,397.27,130.3542187
17,30,20150401,20150430,H16:H19,HBW,Resident,137.86,16.21882353
10,19,20150401,20150430,H07:H10,NHB,Resident,266.88,20.52923077
18,29,20150401,20150430,H16:H19,HBO,Resident,3.04,3.04
11,31,20150401,20150430,H16:H19,HBO,Resident,276.25,47.35714286
14,10,20150401,20150430,H07:H10,HBO,Resident,593.49,22.39584906
16,10,20150401,20150430,H07:H10,HBW,Resident,441.52,95.66266667
10,16,20150401,20150430,H16:H19,HBW,Resident,289.17,61.965
15,21,20150401,20150430,H16:H19,HBW,Resident,37.21,10.14818182
8,14,20150401,20150430,H16:H19,HBO,Resident,150.13,8.831176471
21,16,20150401,20150430,H16:H19,HBW,Resident,268.78,18.32590909
11,34,20150401,20150430,H16:H19,HBO,Resident,265.97,14.77611111
5,2,20150401,20150430,H16:H19,NHB,Visitor,116.05,20.47941176
6,10,20150401,20150430,H16:H19,HBO,Resident,98.04,6.1275
14,17,20150401,20150430,H07:H10,NHB,Visitor,614,103.4831461
8,2,20150401,20150430,H07:H10,HBO,Resident,132.92,33.23
10,19,20150401,20150430,H07:H10,HBW,Resident,821.43,15.95009709
23,9,20150401,20150430,H16:H19,NHB,Resident,86.8,28.93333333
8,14,20150401,20150430,H16:H19,NHB,Resident,183.19,24.42533333
11,25,20150401,20150430,H07:H10,HBO,Resident,448.19,64.02714286
36,11,20150401,20150430,H16:H19,HBO,Resident,152.17,33.81555556
9,14,20150401,20150430,H07:H10,HBO,Resident,256.28,20.92081633
21,16,20150401,20150430,H16:H19,NHB,Resident,317.57,59.91886792
14,32,20150401,20150430,H16:H19,NHB,Resident,249.28,80.12571429
25,14,20150401,20150430,H07:H10,HBW,Resident,370.05,15.41875
17,10,20150401,20150430,H07:H10,NHB,Resident,993.98,132.9527389
35,16,20150401,20150430,H16:H19,NHB,Resident,272.52,35.85789474
15,19,20150401,20150430,H16:H19,HBO,Resident,52.98,9.632727273
25,5,20150401,20150430,H07:H10,NHB,Resident,24.32,6.08
39,12,20150401,20150430,H07:H10,HBW,Resident,68.49,11.415
24,11,20150401,20150430,H16:H19,NHB,Visitor,1044.6,148.2202703
17,25,20150401,20150430,H07:H10,NHB,Visitor,186.11,46.5275
7,12,20150401,20150430,H16:H19,HBO,Resident,47.64,20.41714286
9,10,20150401,20150430,H16:H19,NHB,Visitor,464.84,70.43030303
40,36,20150401,20150430,H07:H10,HBW,Resident,46.86,4.686
36,15,20150401,20150430,H16:H19,HBW,Resident,240.74,35.66518519
17,30,20150401,20150430,H07:H10,NHB,Resident,246.01,59.84027027
30,17,20150401,20150430,H07:H10,NHB,Resident,206.29,60.16791667
30,17,20150401,20150430,H16:H19,NHB,Resident,304.96,46.40695652
5,14,20150401,20150430,H07:H10,HBO,Resident,150.58,23.16615385
25,13,20150401,20150430,H07:H10,HBW,Resident,48.17,7.410769231
13,16,20150401,20150430,H16:H19,NHB,Resident,713.04,302.1355932
15,5,20150401,20150430,H07:H10,NHB,Visitor,177.43,13.14296296
17,7,20150401,20150430,H07:H10,HBW,Resident,962.78,16.89087719
7,17,20150401,20150430,H16:H19,HBW,Resident,647.39,11.16189655
29,13,20150401,20150430,H07:H10,NHB,Resident,68.1,6.81
14,12,20150401,20150430,H07:H10,NHB,Visitor,247.11,18.53325
15,40,20150401,20150430,H16:H19,NHB,Resident,300.28,29.29560976
3,14,20150401,20150430,H16:H19,HBW,Resident,33.48,9.130909091
6,14,20150401,20150430,H07:H10,NHB,Resident,800.15,100.8062992
15,11,20150401,20150430,H16:H19,NHB,Visitor,241.62,43.93090909
14,7,20150401,20150430,H16:H19,HBO,Resident,487.13,67.36904255
2,21,20150401,20150430,H07:H10,NHB,Visitor,369.66,42.42
15,36,20150401,20150430,H07:H10,NHB,Resident,381.68,35.7825
36,15,20150401,20150430,H07:H10,NHB,Resident,119.49,26.55333333
20,17,20150401,20150430,H16:H19,HBO,Resident,346.46,30.12695652
34,14,20150401,20150430,H07:H10,NHB,Resident,371.26,42.60360656
24,16,20150401,20150430,H07:H10,HBW,Resident,13.3,0.95
3,15,20150401,20150430,H16:H19,NHB,Resident,172.97,5.4053125
17,20,20150401,20150430,H07:H10,NHB,Resident,974.33,115.7016875
15,10,20150401,20150430,H07:H10,HBO,Resident,468.12,84.52166667
15,24,20150401,20150430,H16:H19,NHB,Visitor,470.71,117.6775
3,14,20150401,20150430,H07:H10,NHB,Visitor,207.68,6.699354839
15,25,20150401,20150430,H16:H19,HBO,Resident,197.08,54.36689655
16,22,20150401,20150430,H07:H10,HBO,Resident,39.4,21.88888889
12,20,20150401,20150430,H16:H19,HBO,Resident,53.05,6.63125
39,10,20150401,20150430,H07:H10,HBW,Resident,33.4,12.14545455
10,39,20150401,20150430,H16:H19,HBW,Resident,27.87,13.935
13,26,20150401,20150430,H07:H10,HBO,Resident,126.26,6.645263158
10,26,20150401,20150430,H16:H19,HBO,Resident,298.89,26.37264706
4,24,20150401,20150430,H07:H10,NHB,Visitor,105.05,6.565625
16,5,20150401,20150430,H16:H19,HBW,Resident,176.14,5.681935484
4,36,20150401,20150430,H16:H19,HBO,Resident,17.38,4.345
11,39,20150401,20150430,H16:H19,NHB,Resident,215.68,34.05473684
39,11,20150401,20150430,H16:H19,NHB,Resident,173.28,41.5872
10,15,20150401,20150430,H16:H19,HBO,Resident,465.11,94.37014493
11,3,20150401,20150430,H16:H19,NHB,Visitor,169.52,24.21714286
13,14,20150401,20150430,H16:H19,NHB,Visitor,439.46,109.865
4,24,20150401,20150430,H16:H19,NHB,Visitor,52.01,6.50125
14,22,20150401,20150430,H07:H10,NHB,Resident,84.86,18.18428571
13,26,20150401,20150430,H16:H19,HBO,Resident,212.89,8.870416667
16,15,20150401,20150430,H07:H10,NHB,Visitor,424.46,20.87508197
21,11,20150401,20150430,H16:H19,NHB,Resident,784.23,113.9479487
10,25,20150401,20150430,H16:H19,NHB,Resident,202.24,65.23870968
22,12,20150401,20150430,H07:H10,NHB,Resident,73.77,9.22125
4,17,20150401,20150430,H07:H10,HBW,Resident,683.2,7.763636364
6,24,20150401,20150430,H07:H10,HBO,Resident,41.79,16.716
24,17,20150401,20150430,H07:H10,HBO,Resident,133.11,28.52357143
32,17,20150401,20150430,H16:H19,HBW,Resident,24.72,6.18
21,6,20150401,20150430,H16:H19,HBW,Resident,221.38,16.39851852
25,31,20150401,20150430,H07:H10,NHB,Resident,34.33,8.5825
6,10,20150401,20150430,H16:H19,NHB,Visitor,87.73,6.748461538
20,14,20150401,20150430,H16:H19,NHB,Resident,508.74,81.64962963
12,25,20150401,20150430,H16:H19,NHB,Resident,116.89,6.493888889
13,16,20150401,20150430,H07:H10,NHB,Resident,254.14,50.828
15,34,20150401,20150430,H16:H19,NHB,Visitor,22.06,5.515
34,38,20150401,20150430,H16:H19,NHB,Visitor,4.25,4.25
22,25,20150401,20150430,H16:H19,NHB,Visitor,15.59,7.795
2,17,20150401,20150430,H16:H19,HBO,Resident,627.06,95.73435115
31,34,20150401,20150430,H16:H19,HBO,Resident,88.16,36.73333333
29,30,20150401,20150430,H07:H10,HBO,Resident,11.35,11.35
2,20,20150401,20150430,H16:H19,NHB,Visitor,957.66,65.14693878
17,24,20150401,20150430,H07:H10,NHB,Visitor,1004.49,122.9987755
13,21,20150401,20150430,H07:H10,NHB,Visitor,164.84,6.5936
2,16,20150401,20150430,H07:H10,HBO,Resident,254.08,63.52
19,10,20150401,20150430,H07:H10,NHB,Visitor,268.91,34.47564103
13,8,20150401,20150430,H07:H10,NHB,Resident,62.24,20.74666667
25,31,20150401,20150430,H07:H10,NHB,Visitor,35.36,21.216
14,3,20150401,20150430,H07:H10,NHB,Resident,168.54,21.0675
10,25,20150401,20150430,H07:H10,NHB,Visitor,162.27,7.375909091
18,13,20150401,20150430,H07:H10,HBO,Resident,55.46,3.262352941
29,15,20150401,20150430,H16:H19,HBO,Resident,58.35,8.335714286
14,21,20150401,20150430,H07:H10,HBW,Resident,754.28,101.0890722
21,31,20150401,20150430,H16:H19,NHB,Resident,82.21,29.36071429
13,9,20150401,20150430,H16:H19,HBO,Resident,337,50.55
15,37,20150401,20150430,H07:H10,NHB,Resident,211.86,21.186
12,14,20150401,20150430,H07:H10,HBO,Resident,1183.44,53.79272727
4,34,20150401,20150430,H16:H19,NHB,Resident,10.23,5.115
20,10,20150401,20150430,H07:H10,HBW,Resident,130.14,3.098571429
10,36,20150401,20150430,H07:H10,NHB,Visitor,16.12,5.373333333
7,11,20150401,20150430,H07:H10,HBO,Resident,277.38,18.09
11,7,20150401,20150430,H16:H19,HBO,Resident,469.55,35.04104478
39,4,20150401,20150430,H16:H19,NHB,Visitor,85.3,7.754545455
25,31,20150401,20150430,H16:H19,HBO,Resident,47.89,15.96333333
11,30,20150401,20150430,H16:H19,NHB,Resident,187.18,34.03272727
9,11,20150401,20150430,H07:H10,HBO,Resident,203.61,42.1262069
11,9,20150401,20150430,H16:H19,HBO,Resident,314.12,18.12230769
7,17,20150401,20150430,H07:H10,NHB,Visitor,328.13,6.5626
31,11,20150401,20150430,H16:H19,NHB,Resident,512.08,212.7101538
15,27,20150401,20150430,H07:H10,HBO,Resident,60.95,8.707142857
17,4,20150401,20150430,H16:H19,HBW,Resident,534.76,8.227076923
6,16,20150401,20150430,H07:H10,NHB,Resident,1389.32,55.5728
11,3,20150401,20150430,H07:H10,HBO,Resident,153.96,6.1584
6,14,20150401,20150430,H16:H19,NHB,Visitor,301.09,21.00627907
18,14,20150401,20150430,H07:H10,NHB,Visitor,85.86,6.604615385
21,10,20150401,20150430,H16:H19,NHB,Visitor,512.82,42.735
31,11,20150401,20150430,H07:H10,HBW,Resident,326.13,6.93893617
26,14,20150401,20150430,H07:H10,HBW,Resident,433.08,11.39684211
13,12,20150401,20150430,H07:H10,NHB,Resident,318.9,26.575
19,11,20150401,20150430,H07:H10,NHB,Resident,157.68,31.536
36,11,20150401,20150430,H16:H19,NHB,Resident,210.26,49.06066667
4,20,20150401,20150430,H16:H19,HBW,Resident,2.19,1.095
38,14,20150401,20150430,H16:H19,NHB,Visitor,55.74,7.962857143
11,8,20150401,20150430,H07:H10,HBW,Resident,276.35,8.127941176
4,11,20150401,20150430,H16:H19,HBW,Resident,49.9,8.316666667
38,14,20150401,20150430,H07:H10,HBO,Resident,170.12,51.77565217
14,2,20150401,20150430,H07:H10,NHB,Resident,723.38,115.4976471
11,6,20150401,20150430,H07:H10,HBO,Resident,344.07,13.23346154
11,18,20150401,20150430,H07:H10,HBO,Resident,155.2,6.747826087
14,37,20150401,20150430,H16:H19,HBW,Resident,110.33,9.194166667
20,13,20150401,20150430,H16:H19,HBW,Resident,290.7,27.68571429
12,30,20150401,20150430,H16:H19,HBO,Resident,88.03,12.57571429
25,9,20150401,20150430,H07:H10,NHB,Resident,56.32,25.03111111
11,9,20150401,20150430,H07:H10,NHB,Visitor,462.5,29.36507937
11,5,20150401,20150430,H07:H10,NHB,Visitor,372.18,20.30072727
12,24,20150401,20150430,H16:H19,NHB,Visitor,466.52,67.85745455
6,35,20150401,20150430,H07:H10,HBO,Resident,47.63,15.87666667
16,8,20150401,20150430,H07:H10,HBO,Resident,217.72,5.582564103
21,11,20150401,20150430,H07:H10,NHB,Resident,94.39,12.58533333
3,24,20150401,20150430,H16:H19,NHB,Visitor,127.26,14.14
14,10,20150401,20150430,H16:H19,NHB,Resident,1414.55,72.17091837
30,17,20150401,20150430,H16:H19,HBO,Resident,338.28,44.51052632
17,30,20150401,20150430,H16:H19,HBO,Resident,378.53,36.9297561
34,9,20150401,20150430,H16:H19,NHB,Resident,78.98,15.796
2,4,20150401,20150430,H16:H19,NHB,Resident,65.48,10.07384615
10,9,20150401,20150430,H16:H19,NHB,Visitor,410.56,28.81122807
3,24,20150401,20150430,H07:H10,NHB,Visitor,205.41,13.694
14,16,20150401,20150430,H07:H10,HBW,Resident,1282.03,61.31447826
14,36,20150401,20150430,H07:H10,HBW,Resident,129.78,4.991538462
22,16,20150401,20150430,H16:H19,NHB,Resident,114.53,53.89647059
14,19,20150401,20150430,H16:H19,NHB,Visitor,145.75,17.49
25,10,20150401,20150430,H07:H10,HBO,Resident,85.12,14.18666667
2,19,20150401,20150430,H16:H19,HBW,Resident,173.75,11.33152174
19,2,20150401,20150430,H16:H19,HBW,Resident,257.55,5.598913043
37,11,20150401,20150430,H16:H19,HBW,Resident,67.55,22.51666667
4,14,20150401,20150430,H07:H10,NHB,Visitor,150.3,7.515
14,13,20150401,20150430,H07:H10,HBW,Resident,708.41,31.07061404
17,14,20150401,20150430,H07:H10,HBO,Resident,1215.96,234.5506599
19,14,20150401,20150430,H07:H10,NHB,Resident,72.49,16.10888889
32,30,20150401,20150430,H16:H19,NHB,Resident,34.07,8.5175
40,14,20150401,20150430,H16:H19,NHB,Resident,275.43,61.97175
33,6,20150401,20150430,H07:H10,NHB,Resident,11.19,11.19
14,39,20150401,20150430,H16:H19,HBW,Resident,387.11,43.01222222
2,6,20150401,20150430,H07:H10,HBW,Resident,81.3,3.871428571
2,25,20150401,20150430,H16:H19,HBO,Resident,88.91,18.71789474
36,10,20150401,20150430,H07:H10,HBO,Resident,88.68,31.67142857
36,14,20150401,20150430,H07:H10,NHB,Resident,501.3,79.15263158
29,17,20150401,20150430,H07:H10,NHB,Resident,79.43,7.220909091
10,21,20150401,20150430,H07:H10,NHB,Visitor,590.25,38.32792208
13,21,20150401,20150430,H16:H19,NHB,Resident,479.63,60.64287356
40,36,20150401,20150430,H07:H10,HBO,Resident,77.51,23.253
36,40,20150401,20150430,H16:H19,HBO,Resident,110.68,34.5875
14,39,20150401,20150430,H16:H19,HBO,Resident,476.8,108.3636364
2,19,20150401,20150430,H16:H19,NHB,Resident,522.69,67.44387097
40,15,20150401,20150430,H07:H10,HBW,Resident,297.13,19.37804348
12,11,20150401,20150430,H07:H10,NHB,Visitor,435.75,19.22426471
2,18,20150401,20150430,H16:H19,NHB,Resident,329.43,5.583559322
29,10,20150401,20150430,H07:H10,NHB,Resident,39.08,13.02666667
17,12,20150401,20150430,H07:H10,NHB,Resident,438.91,118.4360317
4,10,20150401,20150430,H07:H10,NHB,Resident,47.13,11.7825
2,20,20150401,20150430,H16:H19,HBO,Resident,144.59,8.85244898
23,9,20150401,20150430,H16:H19,HBO,Resident,27.15,7.757142857
21,9,20150401,20150430,H16:H19,NHB,Visitor,199.6,7.128571429
19,2,20150401,20150430,H07:H10,NHB,Visitor,437,67.23076923
17,10,20150401,20150430,H07:H10,NHB,Visitor,468.87,78.145
2,26,20150401,20150430,H16:H19,NHB,Resident,184.55,29.528
35,15,20150401,20150430,H16:H19,NHB,Resident,214.12,36.91724138
38,35,20150401,20150430,H07:H10,NHB,Resident,38.29,6.381666667
14,29,20150401,20150430,H16:H19,HBW,Resident,143.74,7.985555556
24,11,20150401,20150430,H07:H10,NHB,Visitor,315.69,46.038125
34,6,20150401,20150430,H16:H19,HBO,Resident,49.28,16.42666667
11,29,20150401,20150430,H07:H10,HBO,Resident,180.12,15.6626087
29,11,20150401,20150430,H16:H19,NHB,Resident,119.03,7.935333333
17,40,20150401,20150430,H07:H10,HBO,Resident,81.2,14.76363636
9,24,20150401,20150430,H16:H19,NHB,Visitor,491.22,88.6925
25,13,20150401,20150430,H16:H19,NHB,Visitor,200.32,60.096
23,2,20150401,20150430,H16:H19,HBO,Resident,96.56,9.656
11,15,20150401,20150430,H07:H10,NHB,Resident,909.8,101.0888889
15,39,20150401,20150430,H07:H10,HBO,Resident,189.98,27.93823529
17,4,20150401,20150430,H07:H10,NHB,Resident,132.03,18.86142857
12,10,20150401,20150430,H07:H10,HBO,Resident,1382.3,28.79791667
26,8,20150401,20150430,H07:H10,HBW,Resident,37.93,6.321666667
29,17,20150401,20150430,H16:H19,HBO,Resident,233.38,8.047586207
9,2,20150401,20150430,H16:H19,NHB,Resident,514.73,119.150463
40,15,20150401,20150430,H16:H19,HBW,Resident,263.32,25.07809524
2,12,20150401,20150430,H16:H19,HBO,Resident,266.17,19.96275
14,12,20150401,20150430,H16:H19,NHB,Resident,1682.5,52.11283186
23,21,20150401,20150430,H07:H10,NHB,Resident,109.92,16.91076923
17,23,20150401,20150430,H16:H19,HBO,Resident,170.37,19.65807692
13,15,20150401,20150430,H07:H10,HBW,Resident,72.55,5.580769231
31,15,20150401,20150430,H07:H10,HBO,Resident,57.76,7.22
26,24,20150401,20150430,H07:H10,NHB,Visitor,104.57,20.914
24,38,20150401,20150430,H07:H10,HBO,Resident,6.71,6.71
25,15,20150401,20150430,H16:H19,NHB,Resident,617.32,321.0064
14,8,20150401,20150430,H07:H10,HBO,Resident,103.93,16.41
11,32,20150401,20150430,H16:H19,NHB,Resident,37.22,18.61
11,21,20150401,20150430,H07:H10,HBO,Resident,393.24,50.97555556
25,12,20150401,20150430,H16:H19,NHB,Resident,189.08,39.39166667
6,11,20150401,20150430,H16:H19,NHB,Visitor,204.41,21.90107143
11,13,20150401,20150430,H16:H19,NHB,Visitor,526.64,19.99898734
2,14,20150401,20150430,H16:H19,HBO,Resident,325.87,43.77358209
36,20,20150401,20150430,H07:H10,HBO,Resident,41.23,20.615
16,25,20150401,20150430,H16:H19,HBO,Resident,131.08,22.79652174
12,16,20150401,20150430,H07:H10,NHB,Resident,267.85,33.48125
20,14,20150401,20150430,H16:H19,NHB,Visitor,159.2,6.633333333
2,9,20150401,20150430,H07:H10,HBW,Resident,211.38,15.65777778
10,24,20150401,20150430,H07:H10,NHB,Visitor,1518.8,212.9158879
25,17,20150401,20150430,H16:H19,NHB,Visitor,422.95,84.59
24,17,20150401,20150430,H07:H10,NHB,Visitor,468.15,42.55909091
2,19,20150401,20150430,H07:H10,HBW,Resident,304.87,5.645740741
19,10,20150401,20150430,H07:H10,NHB,Resident,195.93,5.937272727
25,14,20150401,20150430,H16:H19,NHB,Visitor,681.93,98.35528846
17,10,20150401,20150430,H07:H10,HBO,Resident,694.6,62.62786885
31,34,20150401,20150430,H07:H10,NHB,Resident,58.19,17.457
34,31,20150401,20150430,H07:H10,NHB,Resident,87.33,25.68529412
29,11,20150401,20150430,H07:H10,NHB,Resident,24.26,14.556
14,10,20150401,20150430,H07:H10,NHB,Visitor,629.43,69.16813187
11,26,20150401,20150430,H16:H19,HBO,Resident,245.63,17.545
23,10,20150401,20150430,H07:H10,HBW,Resident,143.03,4.334242424
11,37,20150401,20150430,H16:H19,NHB,Resident,61.21,5.564545455
15,25,20150401,20150430,H07:H10,NHB,Resident,462.57,117.4780952
23,17,20150401,20150430,H16:H19,NHB,Resident,301.17,53.54133333
17,34,20150401,20150430,H07:H10,NHB,Resident,200.8,18.825
23,6,20150401,20150430,H16:H19,HBO,Resident,71.32,51.86909091
22,14,20150401,20150430,H16:H19,HBW,Resident,122.46,16.328
5,21,20150401,20150430,H16:H19,HBO,Resident,14.9,5.5875
15,39,20150401,20150430,H16:H19,NHB,Resident,259.55,29.66285714
17,34,20150401,20150430,H16:H19,NHB,Visitor,115.81,27.24941176
11,6,20150401,20150430,H07:H10,NHB,Resident,455.2,21.00923077
9,27,20150401,20150430,H07:H10,NHB,Resident,72.03,9.00375
16,24,20150401,20150430,H16:H19,NHB,Visitor,225.22,72.86529412
39,27,20150401,20150430,H07:H10,HBW,Resident,100.95,54.35769231
3,20,20150401,20150430,H07:H10,HBO,Resident,36.15,21.69
2,33,20150401,20150430,H07:H10,HBW,Resident,31.75,7.055555556
13,20,20150401,20150430,H07:H10,HBW,Resident,330.54,14.37130435
20,11,20150401,20150430,H16:H19,HBO,Resident,279.02,23.74638298
14,28,20150401,20150430,H07:H10,HBO,Resident,10.64,5.32
16,12,20150401,20150430,H16:H19,NHB,Resident,285.32,75.08421053
14,9,20150401,20150430,H16:H19,NHB,Visitor,652.95,73.29030612
34,9,20150401,20150430,H07:H10,HBO,Resident,85.79,9.532222222
9,34,20150401,20150430,H16:H19,HBO,Resident,36.15,7.23
2,25,20150401,20150430,H16:H19,NHB,Visitor,792.33,102.8214504
20,9,20150401,20150430,H16:H19,NHB,Resident,538.06,5.785591398
20,2,20150401,20150430,H07:H10,NHB,Resident,187.28,12.08258065
39,21,20150401,20150430,H07:H10,NHB,Resident,19.71,9.855
21,17,20150401,20150430,H07:H10,NHB,Resident,360.96,48.128
22,17,20150401,20150430,H16:H19,NHB,Visitor,46.24,17.34
12,5,20150401,20150430,H07:H10,HBO,Resident,16.76,5.586666667
13,19,20150401,20150430,H16:H19,HBO,Resident,149.21,21.31571429
16,36,20150401,20150430,H07:H10,HBW,Resident,207.56,15.37481481
7,2,20150401,20150430,H07:H10,NHB,Resident,110.97,6.935625
9,30,20150401,20150430,H16:H19,NHB,Resident,180.84,8.22
7,10,20150401,20150430,H07:H10,HBW,Resident,133.86,10.7088
2,6,20150401,20150430,H16:H19,HBO,Resident,102.18,25.545
34,2,20150401,20150430,H16:H19,NHB,Resident,54.71,29.17866667
14,24,20150401,20150430,H16:H19,NHB,Resident,392.52,39.91728814
14,29,20150401,20150430,H07:H10,NHB,Visitor,34.82,6.964
10,7,20150401,20150430,H07:H10,NHB,Visitor,115.56,20.39294118
16,22,20150401,20150430,H16:H19,HBW,Resident,84.14,16.828
19,2,20150401,20150430,H16:H19,HBO,Resident,218.33,15.32140351
13,39,20150401,20150430,H16:H19,NHB,Resident,37.37,21.35428571
24,2,20150401,20150430,H16:H19,HBO,Resident,219.64,23.36595745
39,15,20150401,20150430,H07:H10,HBO,Resident,159.03,12.23307692
23,13,20150401,20150430,H07:H10,HBO,Resident,123.76,30.94
11,5,20150401,20150430,H16:H19,HBO,Resident,144.34,32.80454545
20,16,20150401,20150430,H16:H19,NHB,Resident,501.34,110.6854545
25,19,20150401,20150430,H07:H10,NHB,Resident,34.43,5.738333333
2,16,20150401,20150430,H07:H10,NHB,Visitor,188.55,29.4609375
20,10,20150401,20150430,H16:H19,NHB,Visitor,587.27,27.9652381
21,16,20150401,20150430,H07:H10,HBO,Resident,46.98,4.698
15,39,20150401,20150430,H07:H10,NHB,Resident,213.29,43.75179487
39,15,20150401,20150430,H16:H19,NHB,Resident,419.81,100.2531343
16,5,20150401,20150430,H07:H10,NHB,Resident,198.42,15.8736
35,25,20150401,20150430,H07:H10,HBW,Resident,96.01,21.33555556
25,35,20150401,20150430,H16:H19,HBW,Resident,101.84,22.63111111
20,24,20150401,20150430,H16:H19,NHB,Visitor,225.73,20.52090909
31,16,20150401,20150430,H16:H19,HBW,Resident,185.39,46.3475
14,12,20150401,20150430,H16:H19,NHB,Visitor,164.15,13.132
12,14,20150401,20150430,H16:H19,NHB,Visitor,286.83,34.97926829
6,10,20150401,20150430,H07:H10,HBW,Resident,199.79,6.44483871
39,10,20150401,20150430,H16:H19,HBO,Resident,6.49,2.163333333
20,12,20150401,20150430,H16:H19,HBW,Resident,428.3,31.33902439
7,11,20150401,20150430,H07:H10,NHB,Resident,342.25,27.93877551
40,24,20150401,20150430,H16:H19,NHB,Visitor,264.41,128.8151282
15,30,20150401,20150430,H07:H10,NHB,Resident,67.76,27.104
14,27,20150401,20150430,H16:H19,NHB,Resident,167.25,7.602272727
16,26,20150401,20150430,H07:H10,HBO,Resident,64.69,35.93888889
16,26,20150401,20150430,H16:H19,NHB,Resident,76.24,13.86181818
12,20,20150401,20150430,H07:H10,NHB,Resident,206.97,6.676451613
5,11,20150401,20150430,H16:H19,NHB,Visitor,206.12,26.59612903
25,10,20150401,20150430,H16:H19,NHB,Visitor,510.71,51.071
31,13,20150401,20150430,H16:H19,HBO,Resident,148.59,14.859
32,14,20150401,20150430,H07:H10,HBO,Resident,167.65,10.478125
11,34,20150401,20150430,H07:H10,NHB,Visitor,62.88,13.97333333
7,23,20150401,20150430,H07:H10,NHB,Resident,5.42,5.42
20,17,20150401,20150430,H07:H10,HBO,Resident,125.91,29.62588235
40,20,20150401,20150430,H07:H10,HBO,Resident,9.6,9.6
20,32,20150401,20150430,H16:H19,HBW,Resident,61.84,10.30666667
6,2,20150401,20150430,H16:H19,NHB,Visitor,221.91,30.82083333
7,36,20150401,20150430,H16:H19,NHB,Resident,94.62,5.91375
31,14,20150401,20150430,H07:H10,HBW,Resident,522.33,79.14090909
14,31,20150401,20150430,H16:H19,HBW,Resident,345.61,95.59425532
31,36,20150401,20150430,H16:H19,HBO,Resident,43.58,24.90285714
19,10,20150401,20150430,H16:H19,NHB,Visitor,447.79,7.340819672
9,28,20150401,20150430,H16:H19,HBW,Resident,41.67,10.4175
25,16,20150401,20150430,H16:H19,HBW,Resident,283.75,75.66666667
24,14,20150401,20150430,H16:H19,HBW,Resident,238.17,40.82914286
9,11,20150401,20150430,H16:H19,NHB,Visitor,252.68,36.09714286
12,29,20150401,20150430,H07:H10,NHB,Resident,43.05,21.525
12,34,20150401,20150430,H16:H19,NHB,Resident,66.4,22.13333333
2,8,20150401,20150430,H07:H10,HBO,Resident,32.1,12.84
31,30,20150401,20150430,H16:H19,NHB,Resident,16.42,16.42
10,4,20150401,20150430,H07:H10,HBO,Resident,20.97,8.388
36,25,20150401,20150430,H07:H10,NHB,Resident,50.88,7.268571429
17,24,20150401,20150430,H16:H19,HBO,Resident,155.92,21.65555556
7,14,20150401,20150430,H07:H10,NHB,Visitor,140.81,36.73304348
40,16,20150401,20150430,H07:H10,HBO,Resident,180.16,28.15
40,16,20150401,20150430,H16:H19,HBO,Resident,139.7,5.588
7,24,20150401,20150430,H16:H19,HBO,Resident,32.39,10.79666667
24,25,20150401,20150430,H16:H19,NHB,Resident,22.02,5.505
25,7,20150401,20150430,H16:H19,HBO,Resident,58.88,5.352727273
15,5,20150401,20150430,H07:H10,HBW,Resident,407.51,6.082238806
13,24,20150401,20150430,H07:H10,HBW,Resident,45.57,7.595
2,29,20150401,20150430,H07:H10,NHB,Resident,26.58,8.86
7,20,20150401,20150430,H07:H10,HBO,Resident,209.97,40.37884615
11,37,20150401,20150430,H07:H10,HBW,Resident,58.25,11.65
7,10,20150401,20150430,H16:H19,NHB,Resident,244.37,24.437
14,21,20150401,20150430,H07:H10,NHB,Visitor,292.37,62.65071429
15,38,20150401,20150430,H07:H10,HBW,Resident,258.44,44.304
16,39,20150401,20150430,H07:H10,NHB,Resident,86.71,21.6775
16,10,20150401,20150430,H07:H10,HBO,Resident,248.47,30.42489796
10,36,20150401,20150430,H16:H19,NHB,Resident,28.67,4.778333333
11,20,20150401,20150430,H07:H10,HBO,Resident,431.88,6.644307692
33,16,20150401,20150430,H07:H10,HBO,Resident,180.03,28.42578947
16,15,20150401,20150430,H16:H19,NHB,Visitor,604.3,28.10697674
23,13,20150401,20150430,H16:H19,HBO,Resident,119.91,18.93315789
36,17,20150401,20150430,H16:H19,NHB,Resident,245.84,77.264
19,21,20150401,20150430,H07:H10,HBO,Resident,24.17,4.028333333
13,30,20150401,20150430,H16:H19,NHB,Visitor,34.16,13.664
17,37,20150401,20150430,H07:H10,HBO,Resident,55.12,7.874285714
7,25,20150401,20150430,H07:H10,NHB,Visitor,35.08,14.032
24,10,20150401,20150430,H07:H10,HBW,Resident,4.74,0.395
16,2,20150401,20150430,H16:H19,HBW,Resident,166.92,40.29103448
4,13,20150401,20150430,H16:H19,NHB,Visitor,38.4,7.68
