Origin_Zone,Destination_Zone,Start_Date,End_Date,Aggregation,Subscriber_Class,Purpose,Time_of_Day,Count
17,17,20150401,20150430,WD,Visitor,NHB,H07:H10,2881.47
16,14,20150401,20150430,WD,Resident,NHB,H16:H19,2164.40
6,15,20150401,20150430,WD,Resident,HBO,H16:H19,3072.38
10,14,20150401,20150430,WD,Resident,NHB,H07:H10,952.61
14,6,20150401,20150430,WD,Resident,NHB,H07:H10,357.41
17,13,20150401,20150430,WD,Resident,HBW,H07:H10,1832.14
21,8,20150401,20150430,WD,Resident,HBO,H16:H19,45.99
18,2,20150401,20150430,WD,Resident,HBW,H16:H19,362.05
3,8,20150401,20150430,WD,Resident,HBO,H16:H19,246.00
8,3,20150401,20150430,WD,Resident,HBO,H16:H19,294.84
15,16,20150401,20150430,WD,Resident,NHB,H07:H10,4979.97
13,9,20150401,20150430,WD,Resident,HBO,H07:H10,305.76
11,10,20150401,20150430,WD,Visitor,NHB,H07:H10,1841.20
4,5,20150401,20150430,WD,Visitor,NHB,H16:H19,490.43
26,9,20150401,20150430,WD,Resident,HBW,H07:H10,140.97
9,26,20150401,20150430,WD,Resident,HBW,H16:H19,122.13
11,14,20150401,20150430,WD,Resident,HBW,H07:H10,13469.22
11,10,20150401,20150430,WD,Resident,HBO,H07:H10,8447.58
10,11,20150401,20150430,WD,Resident,NHB,H16:H19,7553.61
30,8,20150401,20150430,WD,Resident,NHB,H16:H19,28.22
11,10,20150401,20150430,WD,Resident,NHB,H07:H10,4651.77
21,13,20150401,20150430,WD,Resident,NHB,H16:H19,470.97
16,7,20150401,20150430,WD,Resident,NHB,H16:H19,2365.44
16,25,20150401,20150430,WD,Resident,NHB,H07:H10,226.09
16,16,20150401,20150430,WD,Resident,NHB,H07:H10,5480.76
2,18,20150401,20150430,WD,Visitor,NHB,H16:H19,1499.77
14,24,20150401,20150430,WD,Visitor,NHB,H16:H19,3391.21
6,11,20150401,20150430,WD,Resident,HBO,H07:H10,489.16
13,15,20150401,20150430,WD,Resident,HBO,H07:H10,214.83
16,16,20150401,20150430,WD,Visitor,NHB,H16:H19,908.32
30,12,20150401,20150430,WD,Resident,HBO,H07:H10,106.61
12,2,20150401,20150430,WD,Resident,NHB,H07:H10,419.22
7,8,20150401,20150430,WD,Resident,HBW,H16:H19,761.09
12,5,20150401,20150430,WD,Resident,NHB,H07:H10,48.25
40,33,20150401,20150430,WD,Resident,HBW,H07:H10,24.82
33,40,20150401,20150430,WD,Resident,NHB,H16:H19,13.77
14,13,20150401,20150430,WD,Visitor,NHB,H16:H19,424.69
14,10,20150401,20150430,WD,Resident,HBW,H16:H19,1204.13
2,7,20150401,20150430,WD,Resident,HBO,H07:H10,137.60
17,17,20150401,20150430,WD,Resident,NHB,H07:H10,9979.52
10,18,20150401,20150430,WD,Visitor,NHB,H16:H19,1903.81
16,35,20150401,20150430,WD,Resident,NHB,H16:H19,165.47
35,13,20150401,20150430,WD,Resident,HBO,H16:H19,28.18
14,12,20150401,20150430,WD,Resident,HBO,H07:H10,447.50
12,12,20150401,20150430,WD,Resident,NHB,H07:H10,1564.01
11,35,20150401,20150430,WD,Resident,HBW,H07:H10,313.71
6,5,20150401,20150430,WD,Visitor,NHB,H07:H10,223.71
7,16,20150401,20150430,WD,Resident,HBW,H07:H10,1618.44
16,2,20150401,20150430,WD,Resident,NHB,H07:H10,376.14
7,15,20150401,20150430,WD,Resident,HBO,H16:H19,1717.58
24,10,20150401,20150430,WD,Visitor,NHB,H16:H19,1853.68
2,9,20150401,20150430,WD,Visitor,NHB,H16:H19,916.64
1,17,20150401,20150430,WD,Visitor,NHB,H16:H19,493.74
17,13,20150401,20150430,WD,Visitor,NHB,H07:H10,265.73
3,3,20150401,20150430,WD,Resident,HBW,H07:H10,918.60
2,13,20150401,20150430,WD,Resident,HBW,H07:H10,1487.86
27,13,20150401,20150430,WD,Resident,HBO,H16:H19,101.88
10,11,20150401,20150430,WD,Resident,NHB,H07:H10,3768.10
16,31,20150401,20150430,WD,Resident,HBO,H07:H10,145.25
7,7,20150401,20150430,WD,Resident,NHB,H07:H10,3678.61
15,11,20150401,20150430,WD,Resident,HBO,H07:H10,1362.87
17,26,20150401,20150430,WD,Resident,HBO,H16:H19,320.77
7,9,20150401,20150430,WD,Resident,NHB,H07:H10,1510.08
9,7,20150401,20150430,WD,Resident,NHB,H16:H19,2283.67
7,8,20150401,20150430,WD,Resident,HBW,H07:H10,723.29
7,7,20150401,20150430,WD,Resident,HBO,H16:H19,6558.47
13,10,20150401,20150430,WD,Resident,NHB,H07:H10,1153.98
17,11,20150401,20150430,WD,Resident,NHB,H16:H19,3115.32
14,6,20150401,20150430,WD,Resident,HBO,H16:H19,698.17
4,7,20150401,20150430,WD,Visitor,NHB,H07:H10,176.53
7,15,20150401,20150430,WD,Visitor,NHB,H07:H10,248.87
15,15,20150401,20150430,WD,Visitor,NHB,H07:H10,1442.15
14,9,20150401,20150430,WD,Resident,HBO,H07:H10,271.79
10,2,20150401,20150430,WD,Resident,NHB,H07:H10,3009.22
14,15,20150401,20150430,WD,Resident,NHB,H07:H10,1572.17
15,14,20150401,20150430,WD,Resident,NHB,H07:H10,4369.46
2,17,20150401,20150430,WD,Resident,NHB,H16:H19,1225.68
10,10,20150401,20150430,WD,Visitor,NHB,H16:H19,11677.49
29,26,20150401,20150430,WD,Resident,HBO,H07:H10,63.99
26,29,20150401,20150430,WD,Resident,HBO,H07:H10,43.01
